START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,Days,Gender,Status ,Rider Age,Fare,Ride_Duration
5/23/2016 21:09,5/23/2016 21:21,Business,LA Downtown,LA Downtown,3.6,Errand/Supplies,WEEKDAY,Female,Cancelled,43,24,48
5/27/2016 20:26,5/27/2016 20:30,Business,LA Downtown,Kildaire Farms,4.5,Errand/Supplies,WEEKDAY,Female,Cancelled,80,36,48
5/27/2016 20:47,5/27/2016 20:53,Business,LA Downtown,LA Downtown,1.2,Other,WEEKDAY,Female,Cancelled,31,32,20
5/27/2016 22:11,5/27/2016 22:14,Business,California Downtown,California suburb,1.7,Errand/Supplies,WEEKEND,Female,Cancelled,73,40,48
5/28/2016 0:15,5/28/2016 0:21,Business,California Downtown,California suburb,4.7,Errand/Supplies,WEEKEND,Female,Cancelled,68,4,20
5/28/2016 12:52,5/28/2016 13:06,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain,WEEKDAY,Female,Cancelled,22,12,20
5/28/2016 14:35,5/28/2016 15:04,Business,Chicago Suburb,Chicago Downtown,11.3,Customer Visit,WEEKDAY,Female,Cancelled,20,8,16
5/31/2016 13:54,5/31/2016 14:41,Business,Chicago Downtown,Raleigh,14.9,Meeting,WEEKDAY,Female,Cancelled,28,20,16
5/31/2016 16:02,5/31/2016 16:39,Business,Chicago Downtown,Chicago Downtown,14,Meeting,WEEKDAY,Female,Cancelled,29,16,16
5/31/2016 17:50,5/31/2016 17:59,Business,LA Downtown,LA Downtown,1.8,Other,WEEKDAY,Male,Cancelled,33,28,16
6/1/2016 10:19,6/1/2016 10:47,Business,Chicago Downtown,Chicago Suburb,6.7,Customer Visit,WEEKEND,Male,Cancelled,39,24,16
6/1/2016 13:10,6/1/2016 13:39,Business,Chicago Suburb,Chicago Downtown,9.6,Meeting,WEEKEND,Female,Cancelled,44,36,16
6/3/2016 11:29,6/3/2016 11:49,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Male,Cancelled,46,32,16
6/3/2016 13:08,6/3/2016 13:38,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Female,Cancelled,28,40,30
6/3/2016 15:31,6/3/2016 15:54,Business,Chicago Downtown,Chicago Suburb,6,Meal/Entertain,WEEKDAY,Female,Cancelled,33,4,30
6/3/2016 18:14,6/3/2016 18:29,Business,LA Downtown,LA Downtown,3.3,Errand/Supplies,WEEKDAY,Female,Cancelled,55,12,30
6/3/2016 18:41,6/3/2016 18:53,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies,WEEKDAY,Female,Cancelled,32,8,30
6/3/2016 19:36,6/3/2016 19:42,Business,Richmond hindu temple ,Richmond Downtown,1.7,Errand/Supplies,WEEKEND,Female,Cancelled,28,20,30
6/3/2016 22:47,6/3/2016 23:06,Business,Chicago Suburb,Chicago Downtown,4,Between Offices,WEEKEND,Female,Cancelled,33,16,18
6/5/2016 14:03,6/5/2016 14:33,Business,LA Downtown,Savon Height,7.8,Customer Visit,WEEKDAY,Female,Cancelled,55,28,30
6/5/2016 15:06,6/5/2016 15:22,Business,Chicago Downtown,Chicago Suburb,7.8,Customer Visit,WEEKDAY,Female,Cancelled,67,24,30
6/5/2016 15:57,6/5/2016 16:08,Business,Richmond Downtown,Richmond Downtown,3.8,Meal/Entertain,WEEKDAY,Male,Cancelled,29,36,30
6/5/2016 18:05,6/5/2016 18:14,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain,WEEKDAY,Male,Cancelled,28,32,10
6/5/2016 21:53,6/5/2016 22:05,Business,Chicago Downtown,Durham,9.9,Meeting,WEEKDAY,Male,Cancelled,33,40,30
6/5/2016 23:52,6/6/2016 0:08,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKEND,Female,On-time,55,4,35
6/6/2016 15:36,6/6/2016 15:45,Business,LA Downtown,Hazelwood,3,Errand/Supplies,WEEKEND,Male,On-time,67,12,35
6/6/2016 16:16,6/6/2016 16:24,Business,Chicago Downtown,Chicago suburb,2.4,Errand/Supplies,WEEKDAY,Male,On-time,29,8,35
6/6/2016 20:06,6/6/2016 20:20,Business,Chicago Downtown,Apex,5.7,Meal/Entertain,WEEKDAY,Female,On-time,29,20,35
6/6/2016 21:08,6/6/2016 21:37,Business,Chicago suburb,Chicago Downtown,7.2,Meal/Entertain,WEEKDAY,Female,Delay,46,16,35
6/6/2016 21:41,6/6/2016 22:00,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Female,Delay,28,28,20
6/6/2016 23:34,6/6/2016 23:48,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Female,Delay,33,24,35
6/7/2016 21:42,6/7/2016 22:00,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKEND,Female,Delay,55,36,35
6/7/2016 23:41,6/8/2016 0:04,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKEND,Female,Delay,32,32,35
6/8/2016 8:23,6/8/2016 8:53,Business,Chicago Downtown,Chicago Suburb,8.7,Meal/Entertain,WEEKDAY,Female,Delay,28,40,60
6/8/2016 12:04,6/8/2016 13:01,Business,Richmond Downtown,Richmond hindu temple,22.3,Errand/Supplies,WEEKDAY,Female,Delay,33,4,35
6/8/2016 13:12,6/8/2016 13:29,Business,LA Downtown,LA Downtown,3.3,Meal/Entertain,WEEKDAY,Female,Delay,55,12,35
6/8/2016 14:31,6/8/2016 14:37,Business,West Palm Beach,West Palm Beach,0.7,Errand/Supplies,WEEKDAY,Female,Cancelled,67,8,35
6/8/2016 16:55,6/8/2016 17:11,Business,Chicago Downtown,Chicago Downtown,2.5,Meal/Entertain,WEEKDAY,Male,Cancelled,29,20,35
6/8/2016 17:16,6/8/2016 17:18,Business,LA Downtown,LA Downtown,0.5,Errand/Supplies,WEEKEND,Male,Cancelled,53,16,35
6/8/2016 17:59,6/8/2016 18:05,Business,LA Downtown,LA Downtown,0.9,Errand/Supplies,WEEKEND,Male,Cancelled,45,28,48
6/8/2016 20:11,6/8/2016 20:25,Business,Boston Downtown,Boston tea Party,4.8,Errand/Supplies,WEEKDAY,Female,Delay,23,24,48
6/10/2016 15:19,6/10/2016 16:28,Business,Richmond hindu temple,Richmond Downtown,16.3,Meeting,WEEKDAY,Male,Delay,23,36,48
6/10/2016 21:47,6/10/2016 22:04,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Male,Delay,23,32,48
6/10/2016 23:53,6/11/2016 0:01,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Female,On-time,46,40,20
6/11/2016 17:08,6/11/2016 17:16,Business,Chicago Downtown,Chicago Suburb,3.7,Errand/Supplies,WEEKDAY,Male,Cancelled,55,4,48
6/11/2016 17:34,6/11/2016 17:39,Business,Chicago Suburb,Chicago Downtown,4.6,Meal/Entertain,WEEKEND,Male,Cancelled,55,12,20
6/11/2016 17:50,6/11/2016 17:56,Business,LA Downtown,LA Downtown,1.7,Other,WEEKEND,Male,Cancelled,46,8,20
6/11/2016 21:45,6/11/2016 22:04,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKDAY,Male,Cancelled,28,20,16
6/11/2016 23:39,6/12/2016 0:05,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Male,Cancelled,33,16,16
6/12/2016 19:53,6/12/2016 19:56,Business,Chicago Downtown,Chicago Suburb,2.5,Meal/Entertain,WEEKDAY,Male,Cancelled,55,28,16
6/12/2016 20:05,6/12/2016 20:16,Business,Chicago Suburb,Chicago Downtown,4.3,Errand/Supplies,WEEKDAY,Male,Cancelled,32,24,16
6/12/2016 21:58,6/12/2016 22:19,Business,LA Downtown,LA Downtown,2.8,Errand/Supplies,WEEKDAY,Male,Cancelled,33,36,16
6/13/2016 5:23,6/13/2016 5:42,Business,Chicago Downtown,Chicago Suburb,8.4,Meal/Entertain,WEEKEND,Female,Cancelled,39,32,16
6/13/2016 14:17,6/13/2016 14:46,Business,Newjersey Airport,Newjersey Downtown,13.2,Meeting,WEEKEND,Male,Cancelled,44,40,16
6/13/2016 18:08,6/13/2016 18:47,Business,Boston Downtown,Boston tea Party,3.9,Meal/Entertain,WEEKDAY,Male,Delay,46,3,30
6/13/2016 18:54,6/13/2016 19:23,Business,Richmond Downtown,Richmond hindu temple,5.1,Meal/Entertain,WEEKDAY,Male,Delay,28,9,30
6/13/2016 20:00,6/13/2016 20:05,Business,Newjersey Airport,Newjersey Downtown,5.2,Customer Visit,WEEKDAY,Female,Cancelled,33,6,30
6/14/2016 12:03,6/14/2016 12:21,Business,Boston Downtown,Boston tea Party,9.8,Other,WEEKDAY,Female,Cancelled,53,15,30
6/14/2016 16:09,6/14/2016 16:39,Business,Chicago Downtown,Chicago Downtown,11.6,Meeting,WEEKDAY,Female,Cancelled,45,12,30
6/14/2016 17:15,6/14/2016 17:24,Business,Boston Downtown,Boston tea Party,5.1,Meeting,WEEKEND,Female,Cancelled,23,18,30
6/14/2016 17:27,6/14/2016 17:57,Business,Richmond hindu temple,Richmond Downtown,9.3,Errand/Supplies,WEEKEND,Male,Cancelled,23,27,30
6/15/2016 1:46,6/15/2016 2:06,Business,West Palm Beach,West Palm Beach,12.4,Between Offices,WEEKDAY,Male,Cancelled,23,24,30
6/15/2016 15:26,6/15/2016 15:34,Business,Miami beach,Miami beach,1.9,Between Offices,WEEKDAY,Male,Cancelled,46,30,10
6/15/2016 16:37,6/15/2016 17:02,Business,NewYork Downtown,NewYork Downtown,6.4,Customer Visit,WEEKDAY,Female,Cancelled,55,3,30
6/15/2016 17:29,6/15/2016 17:49,Personal,NewYork Downtown,NewYork Downtown,5.5,Other,WEEKDAY,Male,Cancelled,55,9,35
6/15/2016 19:52,6/15/2016 19:58,Business,Chicago downtown,Chicago downtown,1.5,Meal/Entertain,WEEKDAY,Male,Cancelled,33,6,35
6/16/2016 13:36,6/16/2016 14:30,Business,Newjersey Airport,Newjersey Downtown,14.5,Other,WEEKEND,Male,Cancelled,55,15,35
6/16/2016 14:42,6/16/2016 14:46,Business,Newjersey Airport,Newjersey Downtown,2.7,Other,WEEKEND,Male,Cancelled,32,12,35
6/16/2016 15:17,6/16/2016 15:41,Business,West Palm Beach,West Palm Beach,15,Other,WEEKDAY,Male,Cancelled,33,21,35
6/16/2016 19:39,6/16/2016 19:56,Business,Newjersey Airport,Newjersey Downtown,12.9,Other,WEEKDAY,Male,Cancelled,55,18,20
6/16/2016 21:43,6/16/2016 21:56,Business,West Palm Beach,West Palm Beach,13.6,Other,WEEKDAY,Male,Cancelled,32,27,35
6/17/2016 16:11,6/17/2016 16:44,Business,Newjersey Airport,Newjersey Downtown,12.2,Other,WEEKDAY,Male,Cancelled,28,24,35
6/18/2016 0:29,6/18/2016 0:51,Business,Chicago Suburb,Chicago Downtown,8.7,Other,WEEKDAY,Female,Cancelled,33,30,35
6/19/2016 2:39,6/19/2016 2:50,Business,Chicago Downtown,Raleigh,6,Other,WEEKEND,Male,Cancelled,55,3,60
6/19/2016 5:51,6/19/2016 6:00,Business,Chicago Downtown,Chicago Downtown,5.9,Other,WEEKEND,Male,Cancelled,67,9,35
6/21/2016 15:39,6/21/2016 16:08,Business,Chicago Downtown,Raleigh,19.3,Other,WEEKDAY,Female,Cancelled,29,6,35
6/21/2016 17:11,6/21/2016 18:02,Business,Chicago Downtown,Chicago Downtown,16.6,Meal/Entertain,WEEKDAY,Male,Cancelled,34,15,35
6/24/2016 10:41,6/24/2016 10:57,Business,LA Downtown,Waverly Place,7.1,Meal/Entertain,WEEKDAY,Male,Cancelled,29,12,35
6/24/2016 11:54,6/24/2016 12:01,Business,Chicago downtown,Chicago downtown,2.1,Meal/Entertain,WEEKDAY,Male,Cancelled,33,21,35
6/24/2016 12:19,6/24/2016 12:37,Business,Chicago Downtown,Raleigh,8.6,Errand/Supplies,WEEKDAY,Female,Cancelled,39,18,48
6/24/2016 12:50,6/24/2016 13:12,Business,Chicago Downtown,Chicago Suburb,9,Errand/Supplies,WEEKEND,Female,Cancelled,44,27,48
6/24/2016 13:18,6/24/2016 13:27,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies,WEEKEND,Female,Delay,46,24,48
6/24/2016 14:01,6/24/2016 14:20,Business,Chicago Downtown,Chicago Suburb,8.4,Temporary Site,WEEKDAY,Female,Delay,28,30,48
6/24/2016 20:44,6/24/2016 21:02,Business,West Palm Beach,West Palm Beach,12.8,Other,WEEKDAY,Female,Delay,33,3,20
6/25/2016 9:03,6/25/2016 9:12,Business,Miami beach,Miami beach,4.5,Other,WEEKDAY,Female,Delay,55,9,48
6/25/2016 9:15,6/25/2016 10:08,Business,Newjersey Airport,Newjersey Downtown,11.8,Between Offices,WEEKDAY,Female,Delay,32,6,20
6/25/2016 10:18,6/25/2016 10:25,Business,Milwaukee Downtown,Milwaukee Downtown,1.1,Errand/Supplies,WEEKDAY,Female,Delay,46,15,20
6/25/2016 10:50,6/25/2016 11:18,Business,Boston Downtown,Boston Downtown,17,Meal/Entertain,WEEKEND,Female,Delay,28,12,16
6/25/2016 11:25,6/25/2016 11:34,Business,Dallas Downtown,LA Downtown,1.7,Meeting,WEEKEND,Female,Delay,33,21,16
6/25/2016 11:53,6/25/2016 13:21,Business,Newjersey Airport,Newjersey Downtown,15.5,Meeting,WEEKDAY,Female,Delay,55,18,16
6/25/2016 19:47,6/25/2016 19:58,Business,Chicago downtown,Chicago downtown,1.6,Other,WEEKDAY,Male,Delay,32,27,16
6/25/2016 23:19,6/25/2016 23:26,Business,NewYork Downtown,NewYork Downtown,1.5,Other,WEEKDAY,Female,Delay,77,24,16
6/26/2016 17:43,6/26/2016 18:18,Business,Newjersey Airport,Newjersey Downtown,12.6,Meeting,WEEKDAY,Male,Delay,80,30,16
6/26/2016 18:45,6/26/2016 19:12,Business,Dallas Downtown,LA Downtown,4.8,Other,WEEKDAY,Male,Delay,76,3,16
6/26/2016 19:41,6/26/2016 19:50,Business,West Palm Beach,West Palm Beach,2.2,Other,WEEKEND,Male,Delay,36,9,30
6/26/2016 21:14,6/26/2016 21:42,Business,West Palm Beach,West Palm Beach,13,Other,WEEKEND,Male,Delay,23,6,30
6/27/2016 7:37,6/27/2016 8:48,Business,Newjersey Airport,Newjersey Downtown,46.9,Other,WEEKDAY,Male,Delay,29,15,30
6/27/2016 8:51,6/27/2016 9:00,Business,Dallas airport,Dallas Downtown,2.5,Other,WEEKDAY,Female,Delay,33,12,30
6/27/2016 9:05,6/27/2016 9:33,Business,Dallas airport,Dallas Downtown,8.6,Other,WEEKDAY,Female,Delay,39,21,30
6/27/2016 9:43,6/27/2016 10:08,Business,Dallas airport,Dallas Downtown,5.2,Other,WEEKDAY,Female,Delay,44,18,18
6/27/2016 10:22,6/27/2016 10:39,Business,Dallas airport,Dallas Downtown,7.6,Other,WEEKDAY,Female,Delay,46,27,30
6/27/2016 10:51,6/27/2016 10:58,Business,Dallas airport,Dallas Downtown,1.8,Other,WEEKEND,Male,Delay,28,24,30
6/27/2016 11:06,6/27/2016 11:24,Business,Dallas airport,Dallas Downtown,4.7,Other,WEEKEND,Male,Delay,33,30,30
6/27/2016 11:30,6/27/2016 11:42,Business,NewYork Downtown,NewYork Downtown,2.8,Other,WEEKDAY,Male,Delay,60,3,10
6/27/2016 12:22,6/27/2016 13:02,Business,NewYork Downtown,NewYork Downtown,30,Other,WEEKDAY,Male,Delay,50,9,30
6/27/2016 13:56,6/27/2016 14:05,Business,Newjersey Airport,Newjersey Downtown,4.4,Other,WEEKDAY,Male,Delay,28,6,35
6/27/2016 21:09,6/27/2016 21:19,Business,Newjersey Downtown,Newjersey Downtown,1,Other,WEEKDAY,Female,Delay,33,15,35
6/28/2016 0:48,6/28/2016 1:05,Business,Chicago Suburb,Chicago Downtown,8.2,Customer Visit,WEEKDAY,Male,Delay,55,12,35
6/28/2016 20:13,6/28/2016 20:33,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKEND,Male,Delay,67,21,35
6/28/2016 23:34,6/28/2016 23:59,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKEND,Female,Delay,29,18,35
6/28/2016 23:34,6/28/2016 23:59,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Male,Delay,28,27,20
6/29/2016 8:56,6/29/2016 9:24,Business,Chicago Downtown,Chicago Suburb,7.3,Other,WEEKDAY,Male,Delay,33,24,35
6/29/2016 10:22,6/29/2016 10:38,Business,Chicago Suburb,Chicago Downtown,7.4,Other,WEEKDAY,Male,Delay,55,30,35
6/29/2016 11:49,6/29/2016 11:51,Business,LA Downtown,Westpark Place,1.6,Other,WEEKDAY,Male,Delay,67,3,35
6/29/2016 12:11,6/29/2016 12:16,Business,LA Downtown,LA Downtown,1.8,Other,WEEKDAY,Male,Delay,29,9,60
6/29/2016 20:11,6/29/2016 20:29,Business,Chicago Downtown,Durham,10.4,Meeting,WEEKEND,Female,Delay,44,6,35
6/29/2016 23:38,6/30/2016 0:00,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKEND,Male,Delay,46,15,35
6/30/2016 20:09,6/30/2016 20:26,Business,Chicago Downtown,Durham,9.9,Meeting,WEEKDAY,Male,Delay,28,12,35
7/1/2016 0:00,7/1/2016 0:25,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Female,Delay,33,21,35
7/1/2016 9:34,7/1/2016 9:57,Business,Chicago Downtown,Raleigh,13.3,Meeting,WEEKDAY,Male,Delay,55,18,35
7/1/2016 12:36,7/1/2016 13:00,Business,Chicago Downtown,Chicago Downtown,11.3,Meeting,WEEKDAY,Female,Delay,32,24,48
7/1/2016 20:06,7/1/2016 20:24,Business,Chicago Downtown,Durham,10.5,Meeting,WEEKDAY,Male,Delay,53,30,48
7/1/2016 23:48,7/2/2016 0:09,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKEND,Male,Delay,45,3,48
7/2/2016 20:18,7/2/2016 20:36,Business,Chicago Downtown,Durham,10.1,Meeting,WEEKEND,Male,Delay,23,9,20
7/2/2016 23:48,7/3/2016 0:12,Business,Richmond hindu temple,Richmond Downtown,9.9,Meeting,WEEKDAY,Male,Delay,23,6,48
7/3/2016 0:28,7/3/2016 0:38,Business,Chicago Downtown,Chicago Suburb,3.1,Errand/Supplies,WEEKDAY,Male,Delay,23,15,20
7/3/2016 3:02,7/3/2016 3:08,Business,Chicago Suburb,Chicago Downtown,3.1,Errand/Supplies,WEEKDAY,Female,Delay,46,12,20
7/3/2016 20:00,7/3/2016 20:18,Business,Chicago Downtown,Durham,9.9,Meeting,WEEKDAY,Male,Delay,55,21,16
7/4/2016 0:32,7/4/2016 0:47,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting,WEEKDAY,Female,Delay,55,18,16
7/4/2016 17:31,7/4/2016 17:49,Business,LA Downtown,Summerwinds,8.8,Meeting,WEEKEND,Female,Delay,39,27,16
7/4/2016 18:23,7/4/2016 18:49,Business,LA Downtown,LA Downtown,8.7,Temporary Site,WEEKEND,Female,Delay,54,24,16
7/4/2016 20:00,7/4/2016 20:17,Business,Chicago Downtown,Durham,11.8,Meeting,WEEKDAY,Female,Delay,72,30,16
7/5/2016 0:00,7/5/2016 0:05,Business,Dallas Downtown,LA Downtown,1.2,Errand/Supplies,WEEKDAY,Female,Delay,28,3,16
7/5/2016 0:08,7/5/2016 0:28,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting,WEEKDAY,Female,Delay,33,9,16
7/5/2016 16:48,7/5/2016 16:52,Business,LA Downtown,LA Downtown,0.6,Errand/Supplies,WEEKDAY,Female,Delay,55,6,30
7/5/2016 20:06,7/5/2016 20:26,Business,Chicago Downtown,Durham,9.9,Other,WEEKDAY,Female,Delay,67,15,30
7/5/2016 22:41,7/5/2016 23:02,Business,Ohio Downtown,Ohio Downtown,8.6,Other,WEEKEND,Female,Delay,29,12,30
7/6/2016 0:33,7/6/2016 0:53,Business,Chicago Suburb,Chicago Downtown,6.3,Meal/Entertain,WEEKEND,Female,Delay,53,21,30
7/6/2016 9:06,7/6/2016 9:25,Business,Chicago Downtown,Durham,9.9,Meeting,WEEKDAY,Female,Delay,45,18,30
7/6/2016 12:48,7/6/2016 13:08,Business,Ohio Downtown,Ohio Downtown,9.9,Other,WEEKDAY,Male,Delay,23,27,18
7/6/2016 20:04,7/6/2016 20:14,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain,WEEKDAY,Male,Delay,23,24,30
7/6/2016 23:46,7/6/2016 23:59,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit,WEEKDAY,Female,Delay,23,30,30
7/7/2016 8:22,7/7/2016 8:50,Business,Chicago Downtown,Chicago Suburb,7.9,Temporary Site,WEEKDAY,Male,Delay,46,3,30
7/7/2016 10:27,7/7/2016 10:33,Business,Chicago Suburb,Chicago Downtown,8.9,Other,WEEKEND,Male,Delay,55,9,10
7/7/2016 12:59,7/7/2016 13:35,Business,West Palm Beach,West Palm Beach,12.8,Other,WEEKEND,Male,Delay,55,6,30
7/8/2016 9:50,7/8/2016 10:13,Business,Miami beach,Miami beach,7.7,Other,WEEKDAY,Male,Delay,67,15,35
7/8/2016 10:51,7/8/2016 11:12,Business,Dallas Downtown,LA Downtown,7,Other,WEEKDAY,Male,Delay,29,12,35
7/8/2016 13:48,7/8/2016 14:11,Business,Newjersey Airport,Newjersey Downtown,12.5,Other,WEEKDAY,Female,Delay,53,21,35
7/8/2016 17:11,7/8/2016 17:30,Business,West Palm Beach,West Palm Beach,13.2,Other,WEEKDAY,Male,Delay,45,18,35
7/9/2016 9:03,7/9/2016 9:46,Business,Newjersey Airport,Newjersey Downtown,13,Other,WEEKDAY,Male,Delay,23,27,35
7/9/2016 9:52,7/9/2016 10:06,Business,West Palm Beach,West Palm Beach,4.9,Other,WEEKEND,Male,Delay,23,30,35
7/9/2016 10:15,7/9/2016 10:33,Business,Newjersey Airport,Newjersey Downtown,8.5,Other,WEEKEND,Male,Delay,23,3,35
7/10/2016 14:10,7/10/2016 14:17,Business,Miami beach,Miami beach,1.3,Other,WEEKDAY,Female,Delay,46,9,35
7/10/2016 16:04,7/10/2016 16:15,Business,LA Downtown,LA Downtown,1.8,Other,WEEKDAY,Male,Delay,55,6,60
7/10/2016 18:05,7/10/2016 18:21,Business,Newjersey Airport,Newjersey Downtown,13.6,Other,WEEKDAY,Male,Delay,55,15,35
7/10/2016 19:51,7/10/2016 20:08,Business,West Palm Beach,West Palm Beach,13.4,Other,WEEKDAY,Male,Delay,23,12,35
7/12/2016 16:10,7/12/2016 16:45,Business,Newjersey Airport,Newjersey Downtown,12.3,Other,WEEKDAY,Male,Delay,29,21,35
7/12/2016 19:21,7/12/2016 19:26,Personal,West Palm Beach,West Palm Beach,1.4,Other,WEEKEND,Male,Delay,33,18,35
7/12/2016 23:47,7/13/2016 0:11,Personal,Chicago Suburb,Chicago Downtown,8.7,Other,WEEKEND,Female,Delay,39,27,35
7/13/2016 12:39,7/13/2016 13:20,Personal,Chicago Downtown,Chicago Suburb,23.5,Other,WEEKDAY,Male,Delay,44,24,48
7/13/2016 13:25,7/13/2016 13:39,Personal,Chicago Suburb,Chicago Suburb,2.2,Other,WEEKDAY,Male,Delay,46,30,48
7/13/2016 13:42,7/13/2016 13:54,Personal,Chicago Suburb,Chicago Downtown,4.4,Other,WEEKDAY,Male,Delay,28,3,48
7/14/2016 15:51,7/14/2016 15:59,Personal,Chicago Downtown,Chicago Suburb,3.3,Other,WEEKDAY,Male,Delay,33,9,48
7/14/2016 16:03,7/14/2016 16:34,Business,Chicago Suburb,Chicago Suburb,11.8,Errand/Supplies,WEEKDAY,Male,Delay,53,6,20
7/14/2016 16:39,7/14/2016 20:05,Business,Chicago Suburb,Banner Elk,195.3,Other,WEEKEND,Female,On-time,45,15,48
7/15/2016 11:32,7/15/2016 11:53,Personal,Miami beach,Miami Downtown,8.3,Other,WEEKEND,Male,On-time,23,12,20
7/15/2016 12:09,7/15/2016 12:19,Personal,Miami beach,Miami Downtown,3.2,Other,WEEKDAY,Female,On-time,23,21,20
7/15/2016 12:35,7/15/2016 13:15,Personal,Miami beach,Miami Downtown,22.4,Other,WEEKDAY,Female,On-time,23,18,16
7/15/2016 15:03,7/15/2016 15:33,Personal,Boston Downtown,Boston tea Party,12.2,Other,WEEKDAY,Female,On-time,46,27,16
7/15/2016 15:40,7/15/2016 15:52,Personal,Miami beach,Miami Downtown,4.5,Other,WEEKDAY,Female,On-time,55,24,16
7/16/2016 13:14,7/16/2016 14:10,Personal,Miami beach,Miami Downtown,28.1,Other,WEEKDAY,Female,On-time,55,30,16
7/16/2016 14:14,7/16/2016 14:30,Personal,Newjersey Airport,Newjersey Downtown,3.8,Other,WEEKEND,Male,On-time,55,3,16
7/16/2016 15:29,7/16/2016 16:57,Personal,Newjersey Airport,Newjersey Downtown,41.9,Other,WEEKEND,Male,On-time,67,9,16
7/16/2016 19:42,7/16/2016 20:35,Personal,Chicago Downtown,Chicago Downtown,23.8,Other,WEEKDAY,Female,On-time,29,6,16
7/16/2016 21:45,7/16/2016 22:18,Personal,Miami beach,Miami Downtown,13,Other,WEEKDAY,Male,On-time,53,15,30
7/16/2016 22:50,7/16/2016 23:03,Business,Miami beach,Miami Downtown,4.4,Errand/Supplies,WEEKDAY,Female,On-time,45,12,30
7/17/2016 11:23,7/17/2016 11:50,Personal,Miami beach,Miami Downtown,15.1,Charity ($),WEEKDAY,Female,On-time,23,21,30
7/17/2016 12:20,7/17/2016 15:25,Personal,Chicago Downtown,Chicago Downtown,180.2,Commute,WEEKDAY,Female,On-time,23,18,30
7/18/2016 10:37,7/18/2016 10:49,Personal,Chicago Downtown,Chicago Suburb,4.1,Moving,WEEKEND,Female,On-time,23,27,30
7/18/2016 10:54,7/18/2016 11:15,Personal,Chicago Suburb,Chicago Downtown,6.1,Moving,WEEKEND,Female,On-time,46,24,18
7/18/2016 11:25,7/18/2016 11:36,Personal,Newjersey Airport,Newjersey Downtown,3.3,Moving,WEEKDAY,Female,On-time,55,30,30
7/18/2016 11:40,7/18/2016 11:56,Personal,LA Downtown,LA Downtown,4.7,Moving,WEEKDAY,Female,On-time,55,3,30
7/18/2016 17:12,7/18/2016 17:33,Business,Chicago Downtown,Apex,7.2,Meeting,WEEKDAY,Female,On-time,67,9,30
7/18/2016 18:32,7/18/2016 18:47,Business,Chicago suburb,Chicago Downtown,5.5,Meal/Entertain,WEEKDAY,Female,On-time,29,6,10
7/18/2016 19:07,7/18/2016 19:14,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain,WEEKDAY,Female,On-time,26,15,30
7/18/2016 20:28,7/18/2016 20:32,Business,Chicago Downtown,Chicago suburb,0.9,Errand/Supplies,WEEKEND,Female,On-time,29,12,35
7/18/2016 21:11,7/18/2016 21:19,Business,Chicago Suburb,Chicago Downtown,3.8,Meal/Entertain,WEEKEND,Male,On-time,30,21,35
7/19/2016 10:35,7/19/2016 10:51,Business,LA Downtown,Stonewater,6.4,Customer Visit,WEEKDAY,Male,Cancelled,37,18,35
7/19/2016 10:56,7/19/2016 11:11,Business,LA Downtown,LA Downtown,3,Meeting,WEEKDAY,Female,Cancelled,29,27,35
7/19/2016 11:30,7/19/2016 12:00,Business,NewYork Downtown,NewYork Downtown,8.7,Meal/Entertain,WEEKDAY,Male,Cancelled,78,24,35
7/19/2016 17:14,7/19/2016 17:24,Business,LA Downtown,Chessington,3.9,Errand/Supplies,WEEKDAY,Male,Cancelled,28,30,20
7/19/2016 17:50,7/19/2016 18:08,Personal,Milwaukee Downtown,Milwaukee Downtown,4.8,Other,WEEKDAY,Male,Cancelled,53,3,35
