,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
519,7/6/2016 0:33,7/6/2016 0:53,Business,Chicago Suburb,Chicago Downtown,6.3,Meal/Entertain
520,7/6/2016 9:06,7/6/2016 9:25,Business,Chicago Downtown,Durham,9.9,Meeting
521,7/6/2016 12:48,7/6/2016 13:08,Business,Ohio Downtown,Ohio Downtown,9.9,Other
522,7/6/2016 20:04,7/6/2016 20:14,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain
523,7/6/2016 23:46,7/6/2016 23:59,Business,Chicago Suburb,Chicago Downtown,3.1,Customer Visit
524,7/7/2016 8:22,7/7/2016 8:50,Business,Chicago Downtown,Chicago Suburb,7.9,Temporary Site
525,7/7/2016 10:27,7/7/2016 10:33,Business,Chicago Suburb,Chicago Downtown,8.9,Other
526,7/7/2016 12:59,7/7/2016 13:35,Business,West Palm Beach,West Palm Beach,12.8,Other
527,7/8/2016 9:50,7/8/2016 10:13,Business,Miami beach,Miami beach,7.7,Other
528,7/8/2016 10:51,7/8/2016 11:12,Business,Dallas Downtown,LA Downtown,7,Other
529,7/8/2016 13:48,7/8/2016 14:11,Business,Newjersey Airport,Newjersey Downtown,12.5,Other
530,7/8/2016 17:11,7/8/2016 17:30,Business,West Palm Beach,West Palm Beach,13.2,Other
531,7/9/2016 9:03,7/9/2016 9:46,Business,Newjersey Airport,Newjersey Downtown,13,Other
532,7/9/2016 9:52,7/9/2016 10:06,Business,West Palm Beach,West Palm Beach,4.9,Other
533,7/9/2016 10:15,7/9/2016 10:33,Business,Newjersey Airport,Newjersey Downtown,8.5,Other
534,7/10/2016 14:10,7/10/2016 14:17,Business,Miami beach,Miami beach,1.3,Other
535,7/10/2016 16:04,7/10/2016 16:15,Business,LA Downtown,LA Downtown,1.8,Other
536,7/10/2016 18:05,7/10/2016 18:21,Business,Newjersey Airport,Newjersey Downtown,13.6,Other
537,7/10/2016 19:51,7/10/2016 20:08,Business,West Palm Beach,West Palm Beach,13.4,Other
538,7/12/2016 16:10,7/12/2016 16:45,Business,Newjersey Airport,Newjersey Downtown,12.3,Other
539,7/12/2016 19:21,7/12/2016 19:26,Personal,West Palm Beach,West Palm Beach,1.4,Other
540,7/12/2016 23:47,7/13/2016 0:11,Personal,Chicago Suburb,Chicago Downtown,8.7,Other
541,7/13/2016 12:39,7/13/2016 13:20,Personal,Chicago Downtown,Chicago Suburb,23.5,Other
542,7/13/2016 13:25,7/13/2016 13:39,Personal,Chicago Suburb,Chicago Suburb,2.2,Other
543,7/13/2016 13:42,7/13/2016 13:54,Personal,Chicago Suburb,Chicago Downtown,4.4,Other
544,7/14/2016 15:51,7/14/2016 15:59,Personal,Chicago Downtown,Chicago Suburb,3.3,Other
545,7/14/2016 16:03,7/14/2016 16:34,Business,Chicago Suburb,Chicago Suburb,11.8,Errand/Supplies
546,7/14/2016 16:39,7/14/2016 20:05,Business,Chicago Suburb,Banner Elk,195.3,Other
547,7/15/2016 11:32,7/15/2016 11:53,Personal,Miami beach,Miami Downtown,8.3,Other
548,7/15/2016 12:09,7/15/2016 12:19,Personal,Miami beach,Miami Downtown,3.2,Other
549,7/15/2016 12:35,7/15/2016 13:15,Personal,Miami beach,Miami Downtown,22.4,Other
550,7/15/2016 15:03,7/15/2016 15:33,Personal,Boston Downtown,Boston tea Party,12.2,Other
551,7/15/2016 15:40,7/15/2016 15:52,Personal,Miami beach,Miami Downtown,4.5,Other
552,7/16/2016 13:14,7/16/2016 14:10,Personal,Miami beach,Miami Downtown,28.1,Other
553,7/16/2016 14:14,7/16/2016 14:30,Personal,Newjersey Airport,Newjersey Downtown,3.8,Other
554,7/16/2016 15:29,7/16/2016 16:57,Personal,Newjersey Airport,Newjersey Downtown,41.9,Other
555,7/16/2016 19:42,7/16/2016 20:35,Personal,Chicago Downtown,Chicago Downtown,23.8,Other
556,7/16/2016 21:45,7/16/2016 22:18,Personal,Miami beach,Miami Downtown,13,Other
557,7/16/2016 22:50,7/16/2016 23:03,Business,Miami beach,Miami Downtown,4.4,Errand/Supplies
558,7/17/2016 11:23,7/17/2016 11:50,Personal,Miami beach,Miami Downtown,15.1,Charity ($)
559,7/17/2016 12:20,7/17/2016 15:25,Personal,Chicago Downtown,Chicago Downtown,180.2,Commute
560,7/18/2016 10:37,7/18/2016 10:49,Personal,Chicago Downtown,Chicago Suburb,4.1,Moving
561,7/18/2016 10:54,7/18/2016 11:15,Personal,Chicago Suburb,Chicago Downtown,6.1,Moving
562,7/18/2016 11:25,7/18/2016 11:36,Personal,Newjersey Airport,Newjersey Downtown,3.3,Moving
563,7/18/2016 11:40,7/18/2016 11:56,Personal,LA Downtown,LA Downtown,4.7,Moving
564,7/18/2016 17:12,7/18/2016 17:33,Business,Chicago Downtown,Apex,7.2,Meeting
565,7/18/2016 18:32,7/18/2016 18:47,Business,Chicago suburb,Chicago Downtown,5.5,Meal/Entertain
566,7/18/2016 19:07,7/18/2016 19:14,Business,Chicago Downtown,Chicago Suburb,3.3,Meal/Entertain
567,7/18/2016 20:28,7/18/2016 20:32,Business,Chicago Downtown,Chicago suburb,0.9,Errand/Supplies
568,7/18/2016 21:11,7/18/2016 21:19,Business,Chicago Suburb,Chicago Downtown,3.8,Meal/Entertain
569,7/19/2016 10:35,7/19/2016 10:51,Business,LA Downtown,Stonewater,6.4,Customer Visit
570,7/19/2016 10:56,7/19/2016 11:11,Business,LA Downtown,LA Downtown,3,Meeting
571,7/19/2016 11:30,7/19/2016 12:00,Business,NewYork Downtown,NewYork Downtown,8.7,Meal/Entertain
572,7/19/2016 17:14,7/19/2016 17:24,Business,LA Downtown,Chessington,3.9,Errand/Supplies
573,7/19/2016 17:50,7/19/2016 18:08,Personal,Milwaukee Downtown,Milwaukee Downtown,4.8,Other
574,7/20/2016 17:12,7/20/2016 17:24,Personal,LA Downtown,Edgehill Farms,2.8,Other
575,7/20/2016 17:50,7/20/2016 17:57,Personal,LA Downtown,LA amtrak station,1.4,Other
576,7/20/2016 18:16,7/20/2016 18:20,Personal,LA Downtown,LA Downtown,1.4,Other
577,7/21/2016 17:17,7/21/2016 17:23,Business,LA Downtown,Edgehill Farms,2.7,Other
578,7/21/2016 17:42,7/21/2016 17:51,Business,LA Downtown,LA amtrak station,2.3,Other
579,7/21/2016 18:27,7/21/2016 18:42,Business,Chicago Downtown,Chicago Suburb,3.7,Other
580,7/21/2016 19:30,7/21/2016 19:39,Business,Chicago Suburb,Chicago Downtown,2.9,Other
581,7/22/2016 10:42,7/22/2016 10:53,Business,Chicago Downtown,Chicago Suburb,3.8,Other
582,7/22/2016 11:11,7/22/2016 11:25,Business,Chicago Suburb,Chicago Downtown,5.1,Other
583,7/22/2016 11:37,7/22/2016 12:00,Business,Chicago Downtown,Chicago suburb,9.1,Other
584,7/22/2016 12:14,7/22/2016 12:31,Business,Chicago Downtown,Durham,8,Other
585,7/22/2016 13:21,7/22/2016 13:42,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting
586,7/22/2016 14:27,7/22/2016 14:43,Business,Chicago Downtown,Chicago Suburb,6.1,Meal/Entertain
587,7/22/2016 15:49,7/22/2016 16:22,Business,Chicago Suburb,Chicago Downtown,12.2,Other
588,7/22/2016 18:33,7/22/2016 18:51,Business,LA Downtown,LA Downtown,8,Other
589,7/23/2016 14:27,7/23/2016 14:44,Business,Chicago Downtown,Chicago Suburb,4,Other
590,7/23/2016 14:48,7/23/2016 15:12,Business,Chicago Suburb,Chicago Downtown,9.5,Other
591,7/23/2016 15:15,7/23/2016 15:27,Business,Chicago Downtown,Chicago Suburb,3,Other
592,7/23/2016 15:50,7/23/2016 16:10,Business,Chicago Suburb,Chicago Downtown,6.3,Other
593,7/23/2016 20:17,7/23/2016 20:33,Business,Chicago Downtown,Durham,10.4,Meeting
594,7/23/2016 23:18,7/23/2016 23:43,Business,Ohio Downtown,Ohio Downtown,9.9,Meeting
595,7/25/2016 10:35,7/25/2016 10:41,Business,LA Downtown,Parkway,1.5,Other
596,7/25/2016 10:47,7/25/2016 10:58,Business,Chicago Downtown,Chicago Suburb,4.9,Other
597,7/25/2016 11:04,7/25/2016 11:33,Business,Chicago Suburb,Chicago Downtown,7.9,Other
598,7/25/2016 11:37,7/25/2016 11:44,Business,LA Downtown,LA Downtown,1.7,Other
599,7/26/2016 15:43,7/26/2016 15:49,Business,LA Downtown,Westpark Place,2.2,Other
600,7/26/2016 17:14,7/26/2016 17:24,Business,LA Downtown,LA Downtown,2.1,Other
601,7/26/2016 20:52,7/26/2016 21:00,Business,Chicago Downtown,Chicago Suburb,2.5,Meal/Entertain
602,7/26/2016 22:31,7/26/2016 22:39,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
603,7/27/2016 19:08,7/27/2016 19:20,Business,Chicago Downtown,Chicago Suburb,2.8,Other
604,7/27/2016 21:34,7/27/2016 21:57,Business,Chicago Suburb,Raleigh,14.7,Other
605,7/27/2016 22:00,7/27/2016 22:26,Business,Chicago Downtown,Chicago Suburb,14.6,Other
606,7/28/2016 0:04,7/28/2016 0:09,Business,Chicago Suburb,Chicago Downtown,2.3,Other
607,7/29/2016 15:45,7/29/2016 15:47,Business,LA Downtown,Westpark Place,2.2,Other
608,7/29/2016 17:27,7/29/2016 17:45,Business,LA Downtown,LA Downtown,2.2,Meal/Entertain
609,7/30/2016 17:02,7/30/2016 17:27,Business,Chicago Downtown,Durham,14,Other
610,7/30/2016 21:16,7/30/2016 21:41,Business,Ohio Downtown,Ohio Downtown,13.3,Other
611,7/31/2016 17:30,7/31/2016 17:37,Business,LA Downtown,LA Downtown,1.8,Other
612,8/1/2016 12:47,8/1/2016 13:04,Business,LA Downtown,Arlington Park at Amberly,6.2,Other
613,8/1/2016 13:08,8/1/2016 13:19,Business,Newjersey Airport,Newjersey Downtown,1.3,Other
614,8/1/2016 13:28,8/1/2016 13:46,Business,NewYork Downtown,NewYork Downtown,1.9,Other
615,8/1/2016 13:52,8/1/2016 14:14,Business,Chicago Downtown,Apex,6.9,Other
616,8/1/2016 15:40,8/1/2016 15:47,Business,Chicago suburb,Chicago Downtown,4.6,Other
617,8/1/2016 16:18,8/1/2016 16:25,Business,LA Downtown,Edgehill Farms,2.8,Other
618,8/1/2016 16:29,8/1/2016 16:59,Business,Chicago Downtown,Chicago Suburb,9.1,Other
619,8/1/2016 17:23,8/1/2016 17:55,Business,Chicago Suburb,Chicago Downtown,8.1,Other
620,8/2/2016 8:11,8/2/2016 8:32,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting
621,8/2/2016 11:51,8/2/2016 12:15,Business,Newjersey Airport,Newjersey Downtown,4.9,Other
622,8/2/2016 19:15,8/2/2016 19:23,Business,Dallas Airport,Dallas Downtown,1,Other
623,8/2/2016 21:23,8/2/2016 21:29,Business,Dallas Airport,Dallas Downtown,1,Other
624,8/3/2016 12:46,8/3/2016 13:00,Business,LA Downtown,LA Downtown,2,Other
625,8/3/2016 14:59,8/3/2016 15:03,Business,Dallas Airport,Dallas Downtown,1.1,Other
626,8/3/2016 16:00,8/3/2016 16:04,Business,Dallas Airport,Dallas Downtown,1.5,Other
627,8/5/2016 17:23,8/5/2016 17:30,Business,Dallas Downtown,Dallas airport,1.3,Other
628,8/5/2016 18:17,8/5/2016 18:21,Business,Dallas Airport,Dallas Downtown,1.8,Other
629,8/5/2016 19:17,8/5/2016 19:27,Business,Milwaukee Downtown,Milwaukee Downtown,1.5,Other
630,8/6/2016 6:40,8/6/2016 6:58,Business,LA Downtown,LA Downtown,6.6,Other
631,8/6/2016 9:31,8/6/2016 9:53,Business,Chicago Suburb,Chicago Downtown,8,Other
632,8/7/2016 17:14,8/7/2016 17:23,Business,LA Downtown,Edgehill Farms,2.7,Other
633,8/7/2016 17:28,8/7/2016 17:43,Business,LA Downtown,LA amtrak station,2.7,Customer Visit
634,8/7/2016 18:17,8/7/2016 18:23,Business,Chicago Downtown,Chicago Suburb,2.5,Other
635,8/7/2016 20:15,8/7/2016 20:23,Business,Chicago Suburb,Chicago Downtown,2.5,Meal/Entertain
636,8/8/2016 16:17,8/8/2016 16:31,Business,LA Downtown,LA Amtrak station,5.2,Other
637,8/8/2016 16:37,8/8/2016 16:50,Business,LA Amtrak station,Edgehill Farms,4,Other
638,8/8/2016 17:02,8/8/2016 17:13,Business,LA Downtown,LA amtrak station,2.7,Customer Visit
639,8/8/2016 21:50,8/8/2016 22:15,Business,Chicago Downtown,Chicago Suburb,4.8,Other
640,8/8/2016 23:28,8/8/2016 23:37,Business,Chicago Suburb,Chicago Downtown,3.2,Customer Visit
641,8/9/2016 14:20,8/9/2016 14:38,Business,LA Downtown,Waverly Place,6.9,Other
642,8/9/2016 15:15,8/9/2016 15:36,Business,Chicago Downtown,Raleigh,14.9,Other
643,8/9/2016 16:04,8/9/2016 16:37,Business,Chicago Downtown,Chicago Downtown,17.4,Other
644,8/10/2016 16:56,8/10/2016 17:24,Business,Chicago Downtown,Durham,12.9,Other
645,8/10/2016 17:53,8/10/2016 18:28,Business,Ohio Downtown,Ohio Downtown,15.3,Other
646,8/10/2016 18:49,8/10/2016 18:50,Business,Chicago suburb,Chicago Downtown,1,Other
647,8/10/2016 19:47,8/10/2016 20:02,Business,Chicago suburb,Chicago Downtown,6,Other
648,8/11/2016 12:53,8/11/2016 13:00,Business,LA Downtown,Heritage Pines,2.2,Other
649,8/11/2016 13:14,8/11/2016 13:28,Business,Richmond hindu temple ,Richmond Downtown,4.4,Other
650,8/11/2016 13:32,8/11/2016 13:42,Business,LA Downtown,LA amtrak station,2.8,Other
651,8/11/2016 18:37,8/11/2016 19:29,Business,Chicago Downtown,Wake Forest,31.7,Other
652,8/11/2016 20:59,8/11/2016 21:44,Business,Chicago suburb,Chicago Downtown,31.9,Other
653,8/12/2016 18:49,8/12/2016 18:52,Business,LA Downtown,Westpark Place,1.9,Other
654,8/12/2016 18:56,8/12/2016 19:05,Business,LA Downtown,LA Downtown,1.8,Other
655,8/13/2016 15:35,8/13/2016 15:58,Business,Chicago Downtown,Chicago Suburb,8.4,Meeting
656,8/15/2016 9:05,8/15/2016 9:52,Business,Chicago Downtown,Chicago Downtown,15.6,Other
657,8/15/2016 15:20,8/15/2016 15:47,Business,LA Downtown,LA Downtown,14.1,Other
658,8/15/2016 16:52,8/15/2016 17:30,Business,LA Downtown,LA Downtown,15.7,Other
659,8/15/2016 19:08,8/15/2016 20:30,Business,LA Downtown,LA Downtown,25.9,Temporary Site
660,8/16/2016 7:58,8/16/2016 8:11,Business,LA Downtown,LA Downtown,7.9,Other
661,8/16/2016 8:16,8/16/2016 8:23,Business,LA Downtown,LA Downtown,2.7,Other
662,8/16/2016 8:46,8/16/2016 8:53,Business,LA Downtown,LA Downtown,5.5,Other
663,8/16/2016 10:06,8/16/2016 10:27,Business,LA Downtown,LA Downtown,5.7,Other
664,8/16/2016 10:31,8/16/2016 10:38,Business,Richmond hindu temple ,Richmond Downtown,1.2,Other
665,8/16/2016 11:47,8/16/2016 12:03,Business,Richmond hindu temple ,Richmond Downtown,5.7,Temporary Site
666,8/16/2016 15:13,8/16/2016 15:36,Business,LA Downtown,LA Downtown,16.2,Other
667,8/17/2016 10:17,8/17/2016 10:41,Business,Richmond Downtown,Richmond Hindu temple,2.6,Other
668,8/17/2016 10:57,8/17/2016 11:20,Business,Richmond Downtown,Richmond Hindu temple,12.1,Other
669,8/17/2016 14:45,8/17/2016 14:50,Business,Richmond Downtown,Richmond Hindu temple,1.4,Other
670,8/17/2016 15:32,8/17/2016 15:47,Business,Chicago Downtown,Chicago Downtown,6.4,Other
671,8/17/2016 16:29,8/17/2016 16:50,Business,Richmond hindu temple ,Richmond Downtown,7.3,Other
672,8/17/2016 16:54,8/17/2016 17:00,Business,Richmond Downtown,Richmond Hindu temple,5.3,Other
673,8/17/2016 17:05,8/17/2016 17:34,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other
674,8/17/2016 18:38,8/17/2016 18:57,Business,Richmond Downtown,Richmond Hindu temple,7.7,Temporary Site
675,8/18/2016 18:40,8/18/2016 19:07,Business,Richmond Downtown,Richmond Hindu temple,7.6,Temporary Site
676,8/19/2016 8:24,8/19/2016 8:45,Business,Richmond Downtown,Richmond Hindu temple,7.6,Other
677,8/19/2016 8:54,8/19/2016 9:07,Business,Newjersey Airport,Newjersey Downtown,3.3,Other
678,8/19/2016 9:27,8/19/2016 9:47,Business,Richmond hindu temple ,Richmond Downtown,6.5,Other
679,8/19/2016 10:57,8/19/2016 11:06,Business,Chicago Downtown,Chicago Downtown,2,Other
680,8/19/2016 12:07,8/19/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,5.7,Other
681,8/19/2016 15:51,8/19/2016 16:06,Business,Richmond hindu temple ,Richmond Downtown,3.2,Other
682,8/19/2016 17:12,8/19/2016 17:52,Business,Richmond hindu temple ,Richmond Downtown,12.5,Other
683,8/21/2016 10:00,8/21/2016 10:29,Business,Richmond Downtown,Richmond Hindu temple,7.6,Airport/Travel
684,8/21/2016 14:05,8/21/2016 14:34,Business,Richmond Downtown,Richmond Hindu temple,7.7,Other
685,8/21/2016 16:30,8/21/2016 17:02,Business,Richmond Downtown,Richmond Hindu temple,12.2,Other
686,8/21/2016 18:10,8/21/2016 18:17,Business,Richmond hindu temple ,Richmond Downtown,1.4,Other
687,8/21/2016 18:48,8/21/2016 19:24,Business,Richmond hindu temple ,Richmond Downtown,20.2,Other
688,8/22/2016 10:00,8/22/2016 10:44,Business,Richmond Downtown,Richmond Hindu temple,9.8,Other
689,8/22/2016 11:07,8/22/2016 11:23,Business,Richmond hindu temple ,Richmond Downtown,6.3,Other
690,8/22/2016 12:36,8/22/2016 12:49,Business,Richmond Downtown,Richmond Hindu temple,4.9,Other
691,8/22/2016 13:02,8/22/2016 13:11,Business,Richmond hindu temple ,Richmond Downtown,1.5,Other
692,8/22/2016 14:07,8/22/2016 14:31,Business,Richmond hindu temple ,Richmond Downtown,10.9,Other
693,8/22/2016 15:14,8/22/2016 15:49,Business,Richmond Downtown,Richmond Hindu temple,19,Other
694,8/22/2016 15:59,8/22/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,19,Other
695,8/22/2016 19:58,8/22/2016 20:50,Business,Richmond Downtown,Richmond Hindu temple,7.9,Other
696,8/22/2016 20:53,8/22/2016 21:31,Business,Chicago Downtown,Chicago Downtown,4.1,Other
697,8/22/2016 22:31,8/22/2016 23:00,Business,Chicago Downtown,Chicago Downtown,18.7,Other
698,8/23/2016 8:10,8/23/2016 8:25,Business,Richmond Downtown,Richmond Hindu temple,8.7,Other
699,8/23/2016 9:35,8/23/2016 10:09,Business,Newjersey Airport,Newjersey Downtown,7.5,Other
700,8/23/2016 12:59,8/23/2016 13:15,Business,Richmond Downtown,Richmond Hindu temple,7.7,Other
701,8/23/2016 13:19,8/23/2016 13:30,Business,Newjersey Airport,Newjersey Downtown,4.4,Other
702,8/23/2016 13:49,8/23/2016 14:04,Business,Richmond hindu temple ,Richmond Downtown,5,Other
703,8/23/2016 15:07,8/23/2016 15:12,Business,Richmond Downtown,Richmond Hindu temple,1.9,Other
704,8/23/2016 15:15,8/23/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,7.9,Other
705,8/23/2016 17:42,8/23/2016 18:31,Business,Richmond Downtown,Richmond Hindu temple,17.7,Other
706,8/24/2016 12:05,8/24/2016 12:56,Business,Richmond Downtown,Richmond Hindu temple,25.2,Other
707,8/24/2016 13:01,8/24/2016 15:25,Business,Richmond Downtown,Richmond Hindu temple,96.2,Other
708,8/25/2016 15:17,8/25/2016 16:22,Business,Richmond Downtown,Richmond Hindu temple,35,Other
709,8/25/2016 16:36,8/25/2016 16:56,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other
710,8/25/2016 17:19,8/25/2016 19:20,Business,Richmond Downtown,Richmond Hindu temple,50.4,Other
711,8/25/2016 19:25,8/25/2016 19:57,Business,Richmond Downtown,Richmond Hindu temple,9.2,Other
712,8/25/2016 22:58,8/25/2016 23:16,Business,NewYork Downtown,NewYork Downtown,7.3,Other
713,8/26/2016 9:06,8/26/2016 9:20,Business,Richmond Downtown,Richmond Hindu temple,5,Other
714,8/26/2016 11:14,8/26/2016 11:26,Business,Richmond Downtown,Richmond Hindu temple,3.8,Other
715,8/26/2016 12:10,8/26/2016 12:20,Business,Richmond Downtown,Richmond Hindu temple,3.9,Other
716,8/26/2016 14:10,8/26/2016 14:33,Business,NewYork Downtown,NewYork Downtown,7.4,Other
717,8/26/2016 15:23,8/26/2016 15:35,Business,NewYork Downtown,NewYork Downtown,1.5,Other
718,8/26/2016 15:59,8/26/2016 16:24,Business,NewYork Downtown,NewYork Downtown,7.9,Other
719,8/26/2016 16:55,8/26/2016 17:12,Business,Richmond Downtown,Richmond Hindu temple,2.9,Other
720,8/26/2016 18:42,8/26/2016 18:56,Business,NewYork Downtown,NewYork Downtown,3.4,Other
721,8/26/2016 19:31,8/26/2016 19:54,Business,NewYork Downtown,NewYork Downtown,3.8,Other
722,8/26/2016 20:06,8/26/2016 20:16,Business,NewYork Downtown,NewYork Downtown,5.9,Other
723,8/27/2016 9:34,8/27/2016 10:11,Business,Richmond Downtown,Richmond Hindu temple,9.6,Other
724,8/27/2016 11:47,8/27/2016 12:06,Business,NewYork Downtown,NewYork Downtown,7,Other
725,8/27/2016 12:12,8/27/2016 12:17,Business,NewYork Downtown,NewYork Downtown,0.9,Other
726,8/27/2016 14:01,8/27/2016 15:44,Business,NewYork Downtown,NewYork Downtown,86.6,Other
727,8/27/2016 16:15,8/27/2016 19:13,Business,Richmond Downtown,Richmond Hindu temple,156.9,Other
728,8/28/2016 9:57,8/28/2016 10:18,Business,Richmond Downtown,Richmond Hindu temple,10.1,Other
729,8/28/2016 16:39,8/28/2016 16:55,Business,Newjersey Airport,Newjersey Downtown,6.2,Other
730,8/28/2016 17:37,8/28/2016 17:55,Business,Richmond hindu temple ,Richmond Downtown,5.3,Other
731,8/28/2016 21:15,8/28/2016 21:59,Business,Richmond hindu temple ,Richmond Downtown,12.1,Other
732,8/29/2016 12:02,8/29/2016 12:31,Business,Richmond Downtown,Richmond Hindu temple,10.8,Other
733,8/29/2016 13:38,8/29/2016 13:48,Business,Richmond hindu temple ,Richmond Downtown,4.3,Other
734,8/29/2016 14:31,8/29/2016 14:41,Business,Richmond hindu temple ,Richmond Downtown,2.5,Other
735,8/29/2016 14:49,8/29/2016 15:04,Business,Richmond hindu temple ,Richmond Downtown,5.7,Temporary Site
736,8/29/2016 15:49,8/29/2016 15:59,Business,Richmond Downtown,Richmond Hindu temple,2.8,Other
737,8/29/2016 16:06,8/29/2016 16:21,Business,LA Amtrak station,LA Amtrak Downtown,4,Other
738,8/29/2016 17:24,8/29/2016 17:41,Business,Richmond Downtown,Richmond Hindu temple,5.5,Other
739,8/29/2016 18:27,8/29/2016 18:36,Business,LA Amtrak station,LA Amtrak Downtown,2.6,Other
740,8/30/2016 11:53,8/30/2016 12:05,Business,Richmond Downtown,Richmond Hindu temple,2.1,Other
741,8/30/2016 12:46,8/30/2016 13:09,Business,Richmond Downtown,Richmond Hindu temple,8.8,Other
742,8/30/2016 13:25,8/30/2016 13:46,Business,LA Amtrak station,LA Amtrak Downtown,4.4,Other
743,8/30/2016 14:00,8/30/2016 14:20,Business,LA Amtrak station,LA Amtrak Downtown,5.3,Other
744,8/30/2016 17:27,8/30/2016 18:09,Business,Richmond Downtown,Richmond Hindu temple,13,Other
745,9/1/2016 11:51,9/1/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,13,Other
746,9/1/2016 17:21,9/1/2016 17:36,Business,LA Amtrak station,LA Amtrak Downtown,10.6,Other
747,9/1/2016 18:49,9/1/2016 19:08,Business,Richmond Downtown,Richmond Hindu temple,2.2,Other
748,9/2/2016 11:37,9/2/2016 12:24,Business,Richmond Downtown,Richmond Hindu temple,9.2,Other
749,9/2/2016 18:56,9/2/2016 19:37,Business,Richmond Downtown,Richmond Hindu temple,12.9,Other
750,9/5/2016 10:25,9/5/2016 10:44,Business,Richmond Downtown,Richmond Hindu temple,17.2,Other
751,9/6/2016 17:49,9/6/2016 17:49,Business,Richmond Downtown,Richmond Hindu temple,69.1,Other
752,9/10/2016 10:28,9/10/2016 10:45,Business,Richmond Downtown,Richmond Hindu temple,2.8,Other
753,9/11/2016 9:51,9/11/2016 9:55,Business,Richmond Downtown,Richmond Hindu temple,8.6,Other
754,9/11/2016 21:40,9/11/2016 21:42,Business,Richmond Downtown,Richmond Hindu temple,9.8,Other
755,9/12/2016 8:07,9/12/2016 8:12,Business,Richmond Downtown,Richmond Hindu temple,3.6,Other
756,9/12/2016 11:15,9/12/2016 11:24,Business,Richmond Downtown,Richmond Hindu temple,1.7,Other
757,9/12/2016 13:04,9/12/2016 13:44,Business,Richmond Downtown,Richmond Hindu temple,11.5,Other
758,9/13/2016 16:56,9/13/2016 17:02,Business,Richmond Downtown,Richmond Hindu temple,0.7,Other
759,9/14/2016 11:55,9/14/2016 11:59,Business,Richmond Downtown,Richmond Hindu temple,0.7,Other
760,9/15/2016 20:33,9/15/2016 20:38,Business,Richmond Downtown,Richmond Hindu temple,0.9,Other
761,9/16/2016 7:08,9/16/2016 7:08,Business,Richmond Downtown,Richmond Hindu temple,1.6,Other
762,9/18/2016 18:07,9/18/2016 18:11,Business,Richmond Downtown,Richmond Hindu temple,9.4,Other
763,9/19/2016 6:18,9/19/2016 6:49,Business,Chicago Downtown,Chicago Downtown,18.2,Other
764,9/19/2016 14:40,9/19/2016 14:56,Business,Richmond Downtown,Richmond Hindu temple,10.5,Other
765,9/19/2016 16:23,9/19/2016 16:31,Business,LA Amtrak station,LA Amtrak Downtown,5.7,Other
766,9/19/2016 17:36,9/19/2016 18:20,Business,Richmond Downtown,Richmond Hindu temple,18,Other
767,9/19/2016 19:10,9/19/2016 19:49,Business,Richmond Downtown,Richmond Hindu temple,18.3,Other
768,9/20/2016 11:29,9/20/2016 11:48,Business,LA Amtrak station,LA Amtrak Downtown,16.5,Other
769,9/20/2016 20:47,9/20/2016 22:47,Business,Richmond Downtown,Richmond Hindu temple,9.6,Other
770,9/23/2016 13:15,9/23/2016 13:40,Business,Dallas Airport,Dallas Downtown,2.9,Other
771,9/24/2016 14:34,9/24/2016 15:15,Business,Dallas Airport,Dallas Downtown,8.2,Other
772,9/24/2016 20:29,9/24/2016 20:33,Business,Richmond Downtown,Richmond Hindu temple,2.4,Other
773,9/27/2016 8:33,9/27/2016 8:35,Business,Richmond Downtown,Richmond Hindu temple,5.8,Other
774,9/27/2016 13:21,9/27/2016 14:43,Business,NewYork Downtown,NewYork Downtown,9.8,Other
775,9/27/2016 19:14,9/27/2016 20:34,Business,NewYork Downtown,NewYork Downtown,7.3,Other
776,9/27/2016 21:01,9/28/2016 2:37,Business,Richmond Downtown,Richmond Hindu temple,195.6,Other
777,9/28/2016 17:21,9/28/2016 19:36,Business,LA Amtrak station,LA Amtrak Downtown,20.5,Other
778,9/29/2016 16:13,9/29/2016 18:47,Business,Richmond Downtown,Richmond Hindu temple,12.6,Other
779,9/30/2016 17:39,9/30/2016 20:20,Business,LA Amtrak station,LA Amtrak Downtown,37.7,Other
780,9/30/2016 20:59,9/30/2016 22:34,Business,LA Amtrak station,LA Amtrak Downtown,16.7,Other
781,10/3/2016 17:09,10/3/2016 17:12,Business,Richmond Downtown,Richmond Hindu temple,10.5,Other
782,10/3/2016 18:17,10/3/2016 18:34,Business,LA Amtrak station,LA Amtrak Downtown,2.8,Other
783,10/3/2016 18:51,10/3/2016 19:01,Business,LA Amtrak station,LA Amtrak Downtown,1.6,Other
784,10/3/2016 22:04,10/3/2016 22:33,Business,LA Amtrak station,LA Amtrak Downtown,12.7,Other
